"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"42809099999","1974-04-27","  77.8","000000","999.9","  95.0","  80.6"," 14.0"," 0.00","1004.1","999.9","999.9","  86.2","  4.3","  9.2"
"42809099999","1974-04-28","  79.1","000000","999.9","  95.0","  77.0"," 12.8"," 0.00","1003.9","999.9","999.9","  84.7","  3.6","  7.5"
"42809099999","1974-04-29","  79.9","000000","999.9","  95.0","  77.0"," 14.0"," 0.00","1001.5","999.9","999.9","  86.7","  3.4","  8.6"
"42809099999","1974-04-30","  81.5","000000","999.9"," 102.2","  80.6","  8.0"," 0.00","1002.1","999.9","999.9","  88.7","  2.5","  5.5"
"42809099999","1974-05-01","  80.0","000000","999.9","  98.6","  80.6","  8.9"," 0.00","1003.0","999.9","999.9","  88.4","  2.3","  6.6"
"42809099999","1974-05-02","  78.0","000000","999.9","  96.8","  80.6"," 11.8"," 0.00","1003.3","999.9","999.9","  88.6","  2.5","  8.2"
"42809099999","1974-05-03","  81.2","000000","999.9","  95.0","  80.6"," 17.9"," 0.00","1003.7","999.9","999.9","  88.5","  3.4","  9.9"
"42809099999","1974-05-04","  80.2","000000","999.9","  95.0","  80.6"," 15.0"," 0.00","1002.3","999.9","999.9","  86.9","  3.0","  8.8"
"42809099999","1974-05-05","  81.5","000000","999.9","  95.0","  80.6"," 15.0"," 0.00","1001.7","999.9","999.9","  86.4","  3.8"," 10.1"
"42809099999","1974-05-06","  80.1","000000","999.9","  93.2","  80.6"," 15.9"," 0.00","1002.9","999.9","999.9","  85.6","  2.3","  7.9"
"42809099999","1974-05-07","  81.2","000000","999.9","  93.2","  84.2"," 17.9"," 0.00","1003.2","999.9","999.9","  88.2","  3.2"," 10.5"
"42809099999","1974-05-08","  81.0","000000","999.9","  93.2","  82.4"," 22.0"," 0.00","1002.4","999.9","999.9","  87.0","  3.4"," 11.8"
"42809099999","1974-05-09","  74.2","010010"," 29.9","  91.4","  75.2"," 19.8","99.99","1003.5","999.9","999.9","  80.9","  3.2"," 11.1"
"42809099999","1974-05-10","  74.9","000010","999.9","  93.2","  71.6","  9.9"," 0.59","1006.2","999.9","999.9","  81.2","  4.1","  6.0"
"42809099999","1974-05-11","  73.7","000000","999.9","  87.8","  73.4","  9.9"," 0.00","1005.9","999.9","999.9","  81.1","  2.8","  6.4"
"42809099999","1974-05-12","  78.5","000000","999.9","  91.4","  75.2"," 19.8"," 0.00","1007.3","999.9","999.9","  86.1","  3.8"," 12.3"
"42809099999","1974-05-13","  77.5","000000","999.9","  93.2","  78.8"," 15.0"," 0.00","1007.8","999.9","999.9","  85.7","  3.4","  9.3"
"42809099999","1974-05-14","  78.7","010000","999.9","  93.2","  68.0"," 24.9"," 0.00","1006.3","999.9","999.9","  85.4","  4.0"," 11.1"
"42809099999","1974-05-15","  79.3","000000","999.9","  91.4","  68.0"," 15.0"," 0.98","1005.9","999.9","999.9","  84.2","  4.0","  7.0"
"42809099999","1974-05-16","  77.4","000000","999.9","  91.4","  77.0","  9.9"," 0.00","1006.5","999.9","999.9","  83.8","  3.6","  4.7"
"42809099999","1974-05-17","  78.1","010010","999.9","  93.2","  73.4","  9.9"," 0.00","1004.1","999.9","999.9","  82.0","  3.2","  5.6"
"42809099999","1974-05-18","  77.2","010010","999.9","  93.2","  73.4"," 29.9"," 0.00","1002.8","999.9","999.9","  84.2","  3.2"," 10.0"
"42809099999","1974-05-19","  79.6","000000","999.9","  95.0","  73.4"," 11.8"," 0.00","1003.6","999.9","999.9","  87.5","  3.5","  6.1"
"42809099999","1974-05-20","  78.3","010010","999.9","  96.8","  73.4"," 17.9"," 0.00","1004.3","999.9","999.9","  86.8","  4.0","  8.7"
"42809099999","1974-05-21","  78.8","000000","999.9","  95.0","  73.4","  7.0"," 0.00","1005.0","999.9","999.9","  85.6","  3.7","  4.1"
"42809099999","1974-05-22","  76.8","000000","999.9","  98.6","  80.6","  9.9"," 0.00","9999.9","999.9","999.9","  87.8","  3.9","  4.3"
"42809099999","1974-05-23","  76.8","000000","999.9","  98.6","  77.0","  8.9"," 0.00","1002.0","999.9","999.9","  88.0","  2.7","  2.6"
"42809099999","1974-05-24","  75.6","000000","999.9"," 100.4","  78.8","  8.9"," 0.00"," 999.6","999.9","999.9","  91.6","  3.1","  3.4"
"42809099999","1974-05-25","  76.6","000000","999.9"," 104.0","  80.6","  5.1"," 0.00"," 998.0","999.9","999.9","  88.9","  2.1","  2.9"
"42809099999","1974-05-26","  78.8","000000","999.9"," 104.0","  82.4","  8.0"," 0.00"," 997.5","999.9","999.9","  93.0","  3.3","  4.5"
"42809099999","1974-05-27","  76.8","010010","999.9","  95.0","  73.4","  8.0"," 0.28"," 998.7","999.9","999.9","  80.6","  3.1","  2.0"
"42809099999","1974-05-28","  80.8","010000","999.9","  96.8","  77.0","  7.0"," 0.00"," 997.2","999.9","999.9","  87.1","  3.5","  3.0"
"42809099999","1974-05-29","  77.6","010000","999.9"," 104.0","  75.2"," 12.8"," 0.98"," 995.8","999.9","999.9","  80.5","  3.2","  7.1"
"42809099999","1974-05-30","  76.8","010000","999.9","  78.8","  77.0","  9.9"," 0.24"," 995.1","999.9","999.9","  78.2","  2.2","  6.6"
"42809099999","1974-05-31","  78.4","010000","999.9","  84.2","  75.2","  8.0"," 0.04"," 995.2","999.9","999.9","  81.0","  3.1","  3.6"
"42809099999","1974-06-01","  83.0","000000","999.9","  93.2","  77.0","  8.9"," 0.00"," 995.6","999.9","999.9","  87.6","  3.0","  3.9"
"42809099999","1974-06-02","  83.2","000000","999.9","  95.0","  82.4","  9.9"," 0.00"," 995.9","999.9","999.9","  89.1","  2.5","  5.3"
"42809099999","1974-06-03","  80.2","000010","999.9","  96.8","  78.8"," 15.0"," 0.00"," 999.2","999.9","999.9","  87.4","  2.9","  5.6"
"42809099999","1974-06-04","  82.9","000000","999.9","  96.8","  78.8"," 14.0"," 0.00"," 999.8","999.9","999.9","  89.2","  3.3","  8.0"
"42809099999","1974-06-05","  79.9","000010","999.9","  98.6","  78.8"," 13.0"," 0.00"," 998.8","999.9","999.9","  87.4","  2.8","  5.7"
"42809099999","1974-06-06","  80.1","000000","999.9","  93.2","  77.0"," 11.8"," 0.04","1000.8","999.9","999.9","  86.5","  3.0","  5.7"
"42809099999","1974-06-07","  78.6","010010","999.9","  98.6","  73.4"," 29.9"," 0.00","1000.1","999.9","999.9","  86.0","  2.9","  8.1"
"42809099999","1974-06-08","  79.3","000010","999.9","  95.0","  77.0","  9.9"," 0.00","1000.3","999.9","999.9","  87.3","  3.4","  3.7"
"42809099999","1974-06-09","  78.6","010010","999.9","  96.8","  77.0"," 15.0","99.99"," 999.8","999.9","999.9","  83.7","  3.3","  4.6"
"42809099999","1974-06-10","  79.4","000000","999.9","  95.0","  77.0","  6.0"," 0.00","1000.0","999.9","999.9","  85.2","  3.0","  2.6"
"42809099999","1974-06-11","  81.6","000000","999.9","  95.0","  78.8","  7.0"," 0.00"," 998.3","999.9","999.9","  87.1","  3.5","  4.4"
"42809099999","1974-06-12","  80.6","000000","999.9","  93.2","  78.8","  9.9"," 0.00"," 997.5","999.9","999.9","  87.4","  2.8","  4.5"
"42809099999","1974-06-13","  81.7","000000","999.9"," 100.4","  80.6","  9.9"," 0.00"," 997.4","999.9","999.9","  87.9","  3.5","  5.1"
"42809099999","1974-06-14","  79.7","000000","999.9","  96.8","  80.6","  7.0"," 0.00"," 997.6","999.9","999.9","  86.9","  2.8","  4.0"
"42809099999","1974-06-15","  79.0","010010","999.9","  95.0","  77.0","  7.0"," 0.00"," 995.5","999.9","999.9","  84.4","  3.0","  4.1"
"42809099999","1974-06-16","  80.1","010100","999.9","  86.0","  77.0"," 28.9"," 0.00"," 997.0","999.9","999.9","  83.4","  2.8","  6.8"
"42809099999","1974-06-17","  80.0","010010","999.9","  84.2","  78.8"," 11.8"," 0.63"," 998.8","999.9","999.9","  81.8","  3.1","  8.5"
"42809099999","1974-06-18","  82.1","010010","999.9","  89.6","  77.0"," 12.8"," 0.55"," 998.5","999.9","999.9","  85.1","  3.1","  9.3"
"42809099999","1974-06-19","  82.8","010000","999.9","  91.4","  80.6"," 14.0"," 0.04"," 997.7","999.9","999.9","  86.0","  3.1","  8.8"
"42809099999","1974-06-20","  82.7","000000","999.9","  91.4","  80.6","  9.9"," 0.08"," 996.2","999.9","999.9","  86.6","  2.9","  6.3"
"42809099999","1974-06-21","  83.4","000000","999.9","  95.0","  84.2"," 11.8"," 0.00"," 998.0","999.9","999.9","  86.9","  3.1","  9.0"
"42809099999","1974-06-22","  82.0","000000","999.9","  93.2","  82.4"," 11.8"," 0.00"," 999.0","999.9","999.9","  87.4","  3.0","  7.8"
"42809099999","1974-06-23","  81.3","000000","999.9","  96.8","  78.8","  9.9"," 0.00"," 999.6","999.9","999.9","  88.9","  3.6","  5.6"
"42809099999","1974-06-24","  82.1","010010","999.9"," 102.2","  75.2"," 15.0"," 0.00"," 999.1","999.9","999.9","  91.4","  3.3","  6.4"
"42809099999","1974-06-25","  79.3","010010","999.9","  91.4","  71.6"," 12.0"," 1.10"," 999.6","999.9","999.9","  83.6","  3.6","  5.8"
"42809099999","1974-06-26","  79.7","000000","999.9","  93.2","  80.6","  8.0"," 0.00","1001.8","999.9","999.9","  83.8","  3.0","  4.1"
"42809099999","1974-06-27","  79.0","000000","999.9","  95.0","  78.8","  8.9"," 0.00","1004.1","999.9","999.9","  84.6","  3.2","  4.3"
"42809099999","1974-06-28","  79.8","000000","999.9","  89.6","  78.8","  8.9"," 0.00","1003.0","999.9","999.9","  82.6","  3.3","  4.6"
"42809099999","1974-06-29","  79.2","000000","999.9","  89.6","  78.8","  8.9"," 0.00","1002.1","999.9","999.9","  83.6","  3.5","  5.7"
"42809099999","1974-06-30","  80.9","010000","999.9","  93.2","  80.6"," 11.8"," 0.00","1001.7","999.9","999.9","  84.5","  3.1","  8.0"
"42809099999","1974-07-01","  76.1","010000","999.9","  91.4","  75.2"," 12.0"," 0.00","1002.0","999.9","999.9","  81.9","  3.0","  7.4"
"42809099999","1974-07-02","  80.2","010010","999.9","  89.6","  77.0","  9.9","99.99","1000.0","999.9","999.9","  83.2","  3.0","  5.8"
"42809099999","1974-07-03","  78.1","010010","999.9","  87.8","  75.2","  9.9"," 1.06"," 998.5","999.9","999.9","  80.4","  3.1","  5.1"
"42809099999","1974-07-04","  80.0","010010","999.9","  87.8","  77.0","  8.9"," 0.59"," 999.7","999.9","999.9","  82.4","  3.1","  5.0"
"42809099999","1974-07-05","  78.4","010010","999.9","  91.4","  77.0"," 11.8"," 0.00"," 999.6","999.9","999.9","  81.7","  3.0","  4.8"
"42809099999","1974-07-06","  77.7","010010","999.9","  87.8","  75.2","  7.0"," 0.12"," 998.5","999.9","999.9","  81.1","  2.5","  3.4"
"42809099999","1974-07-07","  77.7","010010","999.9","  89.6","  77.0","  7.0"," 0.00"," 998.5","999.9","999.9","  82.6","  3.9","  3.7"
"42809099999","1974-07-08","  76.7","010010","999.9","  82.4","  75.2"," 15.0"," 1.26"," 998.5","999.9","999.9","  79.0","  3.1","  3.2"
"42809099999","1974-07-09","  78.8","010010","999.9","  91.4","  78.8","  5.8"," 0.04"," 997.2","999.9","999.9","  82.9","  3.0","  2.3"
"42809099999","1974-07-10","  78.8","010000","999.9","  87.8","  77.0","  9.9"," 0.20"," 997.6","999.9","999.9","  81.1","  3.0","  5.1"
"42809099999","1974-07-11","  79.3","010000","999.9","  89.6","  78.8","  8.9"," 0.12"," 997.3","999.9","999.9","  82.0","  3.4","  4.7"
"42809099999","1974-07-12","  78.8","010010","999.9","  89.6","  77.0","  8.0"," 0.12"," 996.5","999.9","999.9","  82.0","  2.7","  2.3"
"42809099999","1974-07-13","  79.0","010010","999.9","  80.6","  77.0"," 12.8"," 2.36"," 996.1","999.9","999.9","  79.7","  6.1","  4.2"
"42809099999","1974-07-14","  80.2","000000","999.9","  86.0","  77.0","  9.9"," 0.51"," 997.4","999.9","999.9","  83.6","  3.5","  6.2"
"42809099999","1974-07-15","  81.1","010010","999.9","  91.4","  77.0","  8.9"," 0.04","1000.8","999.9","999.9","  82.6","  2.6","  5.0"
"42809099999","1974-07-16","  80.6","010000","999.9","  89.6","  80.6","  7.0"," 0.00","1001.8","999.9","999.9","  84.4","  2.6","  5.0"
"42809099999","1974-07-17","  79.5","010000","999.9","  86.0","  80.6","  9.9"," 0.08","1002.3","999.9","999.9","  82.4","  3.1","  5.9"
"42809099999","1974-07-18","  78.5","010000","999.9","  87.8","  77.0","  8.0"," 0.28","1001.9","999.9","999.9","  82.6","  3.3","  2.9"
"42809099999","1974-07-19","  76.8","010010","999.9","  89.6","  77.0","  9.9"," 0.00"," 998.7","999.9","999.9","  82.8","  3.3","  6.7"
"42809099999","1974-07-20","  75.8","010000","999.9","  89.6","  75.2","  8.0"," 0.71","9999.9","999.9","999.9","  80.3","  3.1","  5.8"
"42809099999","1974-07-21","  77.4","000000","999.9","  87.8","  77.0","  9.9"," 0.00","1000.1","999.9","999.9","  81.5","  4.0","  6.8"
"42809099999","1974-07-22","  79.9","010000","999.9","  87.8","  78.8"," 35.0"," 0.00","1001.3","999.9","999.9","  84.0","  2.9","  8.1"
"42809099999","1974-07-23","  78.1","010000","999.9","  86.0","  77.0","  8.9"," 0.31","1001.1","999.9","999.9","  80.6","  2.7","  3.5"
"42809099999","1974-07-24","  78.3","010000","999.9","  87.8","  77.0","  9.9"," 0.04","1000.2","999.9","999.9","  81.9","  3.2","  5.2"
"42809099999","1974-07-25","  78.8","010000","999.9","  89.6","  78.8"," 11.8"," 0.01","1001.3","999.9","999.9","  83.3","  3.1","  7.6"
"42809099999","1974-07-26","  78.9","000010","999.9","  89.6","  80.6"," 15.0"," 0.00","1001.8","999.9","999.9","  84.5","  3.8","  9.8"
"42809099999","1974-07-27","  79.4","010000","999.9","  89.6","  80.6"," 14.0"," 0.00","1002.3","999.9","999.9","  83.5","  3.3","  8.3"
"42809099999","1974-07-28","  78.5","010010","999.9","  89.6","  77.0"," 11.8"," 0.12","1002.0","999.9","999.9","  82.4","  3.3","  6.2"
"42809099999","1974-07-29","  77.7","010000","999.9","  82.4","  75.2","  9.9"," 2.36","1003.6","999.9","999.9","  79.1","  3.5","  4.6"
"42809099999","1974-07-30","  79.9","010000","999.9","  89.6","  78.8","  9.9"," 0.00","1002.3","999.9","999.9","  84.0","  4.4","  7.0"
"42809099999","1974-07-31","  78.1","000000","999.9","  89.6","  77.0","  9.9"," 0.00","1003.4","999.9","999.9","  82.7","  3.7","  6.7"
"42809099999","1974-08-01","  80.2","000000","999.9","  91.4","  80.6","  8.9"," 0.00","1003.8","999.9","999.9","  82.9","  3.5","  5.3"
"42809099999","1974-08-02","  79.1","010000","999.9","  89.6","  78.8"," 11.8"," 0.00","1004.2","999.9","999.9","  82.4","  3.4","  6.2"
"42809099999","1974-08-03","  80.2","010000","999.9","  89.6","  78.8"," 15.0"," 0.12","1002.2","999.9","999.9","  85.2","  4.4","  9.4"
"42809099999","1974-08-04","  79.2","010000","999.9","  91.4","  78.8"," 16.9"," 0.00","1002.3","999.9","999.9","  84.1","  4.2","  9.0"
"42809099999","1974-08-05","  81.3","010010","999.9","  91.4","  78.8","  8.0"," 0.20","1000.8","999.9","999.9","  84.2","  3.1","  5.0"
"42809099999","1974-08-06","  81.2","000000","999.9","  89.6","  78.8","  8.0"," 0.55"," 998.9","999.9","999.9","  83.3","  3.0","  3.3"
"42809099999","1974-08-07","  80.4","010000","999.9","  91.4","  80.6","  8.9"," 0.04"," 998.0","999.9","999.9","  84.0","  2.9","  5.2"
"42809099999","1974-08-08","  79.6","000000","999.9","  98.6","  78.8"," 14.0"," 0.00"," 996.5","999.9","999.9","  85.8","  3.2","  6.5"
"42809099999","1974-08-09","  81.6","010010","999.9","  89.6","  80.6","  9.9","99.99"," 995.5","999.9","999.9","  84.0","  3.0","  6.3"
"42809099999","1974-08-10","  80.4","010010","999.9","  89.6","  80.6","  9.9","99.99","9999.9","999.9","999.9","  83.4","  3.5","  6.3"
"42809099999","1974-08-11","  81.3","010000","999.9","  91.4","  78.8"," 12.8","99.99"," 995.2","999.9","999.9","  85.0","  3.7","  6.2"
"42809099999","1974-08-12","  79.6","010000","999.9","  89.6","  78.8","  9.9","99.99"," 993.5","999.9","999.9","  82.7","  3.5","  5.1"
"42809099999","1974-08-13","  78.6","010010","999.9","  86.0","  78.8"," 16.9"," 0.35"," 992.7","999.9","999.9","  80.3","  3.2"," 10.5"
"42809099999","1974-08-14","  78.8","010000","999.9","  82.4","  78.8"," 20.0"," 0.00"," 991.1","999.9","999.9","  80.9","  2.5"," 16.2"
"42809099999","1974-08-15","  78.8","010000","999.9","  96.8","  77.0"," 39.8"," 0.47"," 987.0","999.9","999.9","  82.1","  1.7"," 27.5"
"42809099999","1974-08-16","  80.0","010000","999.9","  89.6","  80.6"," 15.0"," 0.00"," 993.7","999.9","999.9","  82.7","  3.5","  9.3"
"42809099999","1974-08-17","  82.2","000010","999.9","  89.6","  80.6","  9.9"," 0.00"," 994.8","999.9","999.9","  83.8","  3.5","  5.2"
"42809099999","1974-08-18","  80.6","010010","999.9","  89.6","  80.6","  7.0"," 0.00"," 998.0","999.9","999.9","  83.2","  3.1","  3.7"
"42809099999","1974-08-19","  79.3","010000","999.9","  82.4","  75.2","  8.0"," 0.75","9999.9","999.9","999.9","  80.6","  2.0","  4.1"
"42809099999","1974-08-20","  81.1","000010","999.9","  91.4","  80.6","  9.9"," 0.00","1003.1","999.9","999.9","  84.7","  3.5","  6.2"
"42809099999","1974-08-21","  79.9","000011","999.9","  93.2","  78.8","  6.0"," 0.00","1001.8","999.9","999.9","  85.3","  2.9","  2.7"
"42809099999","1974-08-22","  80.6","000000","999.9","  95.0","  80.6","  4.9"," 0.00","1001.1","999.9","999.9","  85.0","  2.8","  2.2"
"42809099999","1974-08-23","  79.9","010000","999.9","  93.2","  78.8","  7.0","99.99","1001.7","999.9","999.9","  85.6","  3.5","  3.6"
"42809099999","1974-08-24","  80.5","010110","999.9","  91.4","  80.6","  5.8"," 0.00","1000.2","999.9","999.9","  84.8","  4.0","  1.8"
"42809099999","1974-08-25","  80.9","000010","999.9","  91.4","  82.4"," 10.9"," 0.04"," 999.9","999.9","999.9","  87.0","  3.1","  5.7"
"42809099999","1974-08-26","  81.0","000000","999.9","  91.4","  82.4","  8.9"," 0.20"," 999.2","999.9","999.9","  86.6","  2.7","  6.6"
"42809099999","1974-08-27","  79.4","010000","999.9","  87.8","  80.6"," 15.0"," 0.00"," 997.9","999.9","999.9","  84.2","  3.1","  6.8"
"42809099999","1974-08-28","  79.5","010010","999.9","  86.0","  71.6","  9.9"," 0.28"," 997.3","999.9","999.9","  81.0","  2.6","  4.4"
"42809099999","1974-08-29","  77.6","010000","999.9","  86.0","  77.0","  8.9"," 0.00"," 999.3","999.9","999.9","  80.6","  2.9","  4.7"
"42809099999","1974-08-30","  79.7","000000","999.9","  91.4","  80.6","  8.9"," 0.59","1000.3","999.9","999.9","  86.4","  2.7","  5.9"
"42809099999","1974-08-31","  81.5","000000","999.9","  91.4","  82.4","  8.0"," 0.00","1000.7","999.9","999.9","  86.7","  3.0","  6.2"
"42809099999","1974-09-01","  79.4","000000","999.9","  95.0","  80.6","  7.0"," 0.00","1001.3","999.9","999.9","  87.3","  2.6","  2.8"
"42809099999","1974-09-02","  80.9","000000","999.9","  95.0","  80.6","  8.0"," 0.00","1001.8","999.9","999.9","  86.7","  2.8","  4.2"
"42809099999","1974-09-03","  79.1","001010","999.9","  93.2","  78.8","  4.9"," 0.39","1003.3","999.9","999.9","  85.0","  2.4","  2.6"
"42809099999","1974-09-04","  77.5","010010","999.9","  91.4","  78.8","  2.9"," 0.00","1004.9","999.9","999.9","  81.9","  2.5","  1.0"
"42809099999","1974-09-05","  78.3","000010","999.9","  91.4","  77.0","  4.1"," 0.00","1004.3","999.9","999.9","  84.0","  2.5","  1.4"
"42809099999","1974-09-06","  80.6","100000","999.9","  95.0","  78.8","  2.9"," 0.00","1003.2","999.9","999.9","  85.0","  1.7","  0.5"
"42809099999","1974-09-07","  80.2","000000","999.9","  95.0","  80.6","  7.0"," 0.00","1002.4","999.9","999.9","  88.6","  2.5","  2.9"
"42809099999","1974-09-08","  77.5","010000","999.9"," 100.4","  77.0","  8.9"," 0.04","1002.1","999.9","999.9","  82.1","  2.7","  2.6"
"42809099999","1974-09-09","  78.1","011000","999.9","  86.0","  75.2","  4.9"," 1.46","1004.6","999.9","999.9","  80.8","  3.0","  3.1"
"42809099999","1974-09-10","  77.3","010010","999.9","  87.8","  77.0"," 10.9"," 0.00","1004.2","999.9","999.9","  78.8","  4.2","  3.3"
"42809099999","1974-09-11","  78.8","010010","999.9","  84.2","  77.0","  9.9"," 0.59","1005.2","999.9","999.9","  79.6","  3.4","  3.2"
"42809099999","1974-09-12","  77.4","010010","999.9","  80.6","  77.0"," 11.8"," 0.31","9999.9","999.9","999.9","  78.3","  3.0","  5.9"
"42809099999","1974-09-13","  76.8","010010","999.9","  80.6","  75.2","  8.0"," 5.91","1006.6","999.9","999.9","  78.1","  2.6","  5.2"
"42809099999","1974-09-14","  77.0","000010","999.9","  86.0","  75.2","  8.0"," 0.28","1004.6","999.9","999.9","  80.9","  2.7","  5.0"
"42809099999","1974-09-15","  75.6","010000","999.9","  80.6","  73.4","  6.0"," 0.47","1006.6","999.9","999.9","  77.2","  2.7","  3.9"
"42809099999","1974-09-16","  76.8","000000","999.9","  87.8","  75.2","  9.9"," 0.20","1006.6","999.9","999.9","  83.5","  4.1","  6.8"
"42809099999","1974-09-17","  76.6","000000","999.9","  87.8","  77.0","  7.0"," 0.00","1008.5","999.9","999.9","  81.1","  3.2","  4.7"
"42809099999","1974-09-18","  76.7","000000","999.9","  89.6","  77.0","  6.0"," 0.00","1007.9","999.9","999.9","  82.4","  3.0","  2.7"
"42809099999","1974-09-19","  77.0","010000","999.9","  87.8","  78.8","  7.0","99.99","1006.8","999.9","999.9","  81.6","  3.5","  4.0"
"42809099999","1974-09-20","  77.2","010000","999.9","  86.0","  78.8","  8.9"," 0.39","1006.3","999.9","999.9","  81.6","  3.2","  4.7"
"42809099999","1974-09-21","  77.8","000010","999.9","  91.4","  68.0","  9.9"," 0.00","1007.9","999.9","999.9","  84.4","  3.2","  4.3"
"42809099999","1974-09-22","  78.5","000010","999.9","  91.4","  78.8","  9.9"," 0.00","1007.9","999.9","999.9","  83.5","  3.0","  4.4"
"42809099999","1974-09-23","  78.3","010010","999.9","  91.4","  78.8","  6.0"," 0.00","1008.2","999.9","999.9","  84.2","  3.0","  4.2"
"42809099999","1974-09-24","  78.4","010010","999.9","  91.4","  77.0","  8.0"," 0.35","1008.1","999.9","999.9","  84.6","  3.5","  3.5"
"42809099999","1974-09-25","  77.4","000000","999.9","  93.2","  78.8","  7.0"," 0.00","1006.5","999.9","999.9","  85.4","  2.7","  1.3"
"42809099999","1974-09-26","  78.0","000000","999.9","  93.2","  80.6","  9.9"," 0.00","1004.5","999.9","999.9","  87.5","  2.9","  3.6"
"42809099999","1974-09-27","  77.9","000000","999.9","  91.4","  78.8","  9.9"," 0.00","1003.5","999.9","999.9","  83.7","  3.0","  4.3"
"42809099999","1974-09-28","  77.4","010010","999.9","  82.4","  77.0"," 11.8"," 0.04","1002.1","999.9","999.9","  79.7","  3.5","  8.2"
"42809099999","1974-09-29","  77.4","010010","999.9","  84.2","  77.0"," 19.8"," 0.28"," 998.9","999.9","999.9","  81.5","  2.9"," 12.2"
"42809099999","1974-09-30","  79.0","010010","999.9","  87.8","  77.0","  9.9"," 1.14","1003.0","999.9","999.9","  82.2","  2.6","  6.2"
"42809099999","1974-10-01","  76.6","010010","999.9","  82.4","  75.2","  9.9"," 0.91","1005.7","999.9","999.9","  78.6","  2.8","  4.9"
"42809099999","1974-10-02","  76.6","000000","999.9","  89.6","  75.2","  9.9"," 0.02","1004.8","999.9","999.9","  81.6","  3.4","  5.0"
"42809099999","1974-10-03","  75.4","000000","999.9","  91.4","  77.0","  4.1"," 0.00","1004.3","999.9","999.9","  83.5","  2.5","  1.6"
"42809099999","1974-10-04","  77.3","010010","999.9","  84.2","  75.2","  8.0"," 0.04","9999.9","999.9","999.9","  81.4","  3.6","  3.5"
"42809099999","1974-10-05","  76.3","000000","999.9","  89.6","  75.2","  8.0"," 0.00","1004.5","999.9","999.9","  82.4","  2.5","  3.2"
"42809099999","1974-10-06","  76.6","000000","999.9","  91.4","  77.0","  9.9"," 0.00","1007.4","999.9","999.9","  84.8","  3.5","  3.9"
"42809099999","1974-10-07","  77.0","010000","999.9","  89.6","  78.8"," 12.8"," 0.00","1007.6","999.9","999.9","  81.8","  3.9","  6.6"
"42809099999","1974-10-08","  77.9","000010","999.9","  89.6","  77.0","  8.9"," 0.00","1008.2","999.9","999.9","  81.9","  3.3","  5.7"
"42809099999","1974-10-09","  77.0","000000","999.9","  91.4","  77.0","  7.0"," 0.04","1008.4","999.9","999.9","  83.2","  3.7","  3.8"
"42809099999","1974-10-10","  79.1","000000","999.9","  91.4","  78.8","  7.0"," 0.00","1007.2","999.9","999.9","  85.1","  3.1","  3.0"
"42809099999","1974-10-11","  79.6","000000","999.9","  93.2","  78.8","  4.9"," 0.00","1006.6","999.9","999.9","  83.5","  2.1","  0.6"
"42809099999","1974-10-12","  79.8","000000","999.9","  93.2","  80.6","  5.1"," 0.00","1004.7","999.9","999.9","  85.2","  2.1","  1.0"
"42809099999","1974-10-13","  79.9","100000","999.9","  93.2","  78.8","  5.8"," 0.00","1005.0","999.9","999.9","  86.4","  2.5","  2.4"
"42809099999","1974-10-14","  79.6","000000","999.9","  93.2","  78.8","  9.9"," 0.00","1006.4","999.9","999.9","  85.8","  3.7","  4.0"
"42809099999","1974-10-15","  79.4","000000","999.9","  93.2","  80.6","  5.8"," 0.00","9999.9","999.9","999.9","  82.7","  3.6","  3.1"
"42809099999","1974-10-16","  78.3","010010","999.9","  91.4","  78.8","  4.9"," 0.00","1006.1","999.9","999.9","  83.4"," 10.1","  2.2"
"42809099999","1974-10-17","  78.6","000000","999.9","  93.2","  77.0","  8.0"," 0.00","1006.3","999.9","999.9","  85.0","  2.9","  4.1"
"42809099999","1974-10-18","  78.6","000000","999.9","  91.4","  78.8","  8.9"," 0.00","1007.3","999.9","999.9","  85.2","  3.0","  2.4"
"42809099999","1974-10-19","  78.8","000000","999.9","  91.4","  80.6","  5.8"," 0.00","1007.3","999.9","999.9","  85.4","  2.5","  2.2"
"42809099999","1974-10-20","  77.6","000000","999.9","  89.6","  77.0","  4.1"," 0.00","1007.3","999.9","999.9","  82.1","  2.4","  0.6"
"42809099999","1974-10-21","  80.1","000010","999.9","  91.4","  77.0","  8.0"," 0.00","1008.2","999.9","999.9","  85.1","  3.5","  4.0"
"42809099999","1974-10-22","  78.0","000010","999.9","  93.2","  78.8","  8.9"," 0.00","1009.0","999.9","999.9","  84.0","  3.7","  4.3"
"42809099999","1974-10-23","  76.8","010010","999.9","  87.8","  75.2","  7.0"," 0.08","1008.4","999.9","999.9","  79.3","  3.0","  4.4"
"42809099999","1974-10-24","  68.4","010110","999.9","  86.0","  73.4","  5.1"," 0.00","1009.8","999.9","999.9","  76.7","  2.2","  3.0"
"42809099999","1974-10-25","  76.6","100010","999.9","  89.6","  73.4","  7.0"," 1.14","1008.9","999.9","999.9","  81.3","  2.5","  4.2"
"42809099999","1974-10-26","  74.1","000000","999.9","  80.6","  75.2","  4.1"," 0.00","9999.9","999.9","999.9","  77.7","  2.7","  2.0"
"42809099999","1974-10-27","  72.8","100000","999.9","  86.0","  73.4","  8.9"," 0.08","1009.3","999.9","999.9","  77.1","  3.2","  2.1"
