"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"42807099999","1944-05-11","  79.3","100000","999.9","  96.3","  78.3","  9.9"," 0.00","1003.8","999.9","999.9","  87.1"," 79.7","  6.2"
"42807099999","1944-05-12","  78.5","000000","999.9","  95.4","  81.3","  9.9"," 0.00","1003.7","999.9","999.9","  87.3"," 99.4","  7.0"
"42807099999","1944-05-13","  77.9","000000","999.9","  96.3","  81.3"," 13.0"," 0.00","1003.4","999.9","999.9","  87.5"," 91.8","  7.0"
"42807099999","1944-05-14","  79.1","000000","999.9","  98.2","  81.3"," 13.0"," 0.00","1002.2","999.9","999.9","  88.5"," 84.1","  6.4"
"42807099999","1944-05-15","  77.0","000000","999.9"," 105.3","  82.4","  9.9"," 0.00"," 999.6","999.9","999.9","  93.1"," 99.4","  6.1"
"42807099999","2015-12-07","  66.3","000000","999.9","  83.5","  69.4","999.9"," 0.00","1014.4","999.9","999.9","  72.4","  2.5","  0.0"
"42807099999","2015-12-08","  63.8","000000","999.9","  82.6","  66.6","  4.1"," 0.00","1015.2","999.9","999.9","  72.8","  1.9","  1.4"
"42807099999","2015-12-09","  63.9","000000","999.9","  82.9","  65.8","  4.1"," 0.00","1015.6","999.9","999.9","  73.0","  2.3","  1.1"
"42807099999","2015-12-10","  66.1","000000","999.9","  84.4","  65.7","  4.1"," 0.00","1013.2","999.9","999.9","  74.2","  1.9","  1.6"
"42807099999","2015-12-11","  68.5","010000","999.9","  84.4","  69.1","  4.1"," 0.00","1011.6","999.9","999.9","  76.1","  1.6","  1.6"
"42807099999","2015-12-12","  70.7","000000","999.9","  85.3","  70.5","  4.1"," 0.00","1010.7","999.9","999.9","  77.5","  1.5","  2.7"
"42807099999","2015-12-13","  66.4","000000","999.9","  82.8","  72.3","  4.1"," 0.00","1013.1","999.9","999.9","  76.2","  1.3","  2.1"
"42807099999","2015-12-14","  61.6","000000","999.9","  77.4","  70.7","  2.9"," 0.00","1013.6","999.9","999.9","  73.4","  1.2","  2.1"
"42807099999","2015-12-15","  57.1","000000","999.9","  76.3","  62.6","  4.1"," 0.00","1014.6","999.9","999.9","  68.8","  0.9","  1.6"
"42807099999","2015-12-16","  53.6","000000","999.9","  76.5","  59.4","  2.9"," 0.00","1015.7","999.9","999.9","  66.0","  1.6","  0.8"
"42807099999","2015-12-17","  55.4","000000","999.9","  75.6","  57.4","  2.9"," 0.00","1015.1","999.9","999.9","  66.9","  1.2","  1.6"
"42807099999","2015-12-18","  61.2","110010","999.9","  70.0","  61.9","  2.9"," 0.01","1015.6","999.9","999.9","  65.8","  0.9","  1.1"
"42807099999","2015-12-19","  54.6","100000","999.9","  76.3","  57.9","  5.1"," 0.01","1018.7","999.9","999.9","  64.7","  1.2","  1.5"
"42807099999","2015-12-20","  53.9","100000","999.9","  77.2","  55.4","  2.9"," 0.00","1017.5","999.9","999.9","  64.8","  1.4","  0.7"
"42807099999","2015-12-21","  55.4","000000","999.9","  76.3","  57.7","  2.9"," 0.00","1017.4","999.9","999.9","  66.9","  1.8","  0.6"
"42807099999","2015-12-22","  57.5","000000","999.9","  72.3","  63.7","  2.9"," 0.00","1018.8","999.9","999.9","  68.0","  1.2","  1.1"
"42807099999","2015-12-23","  58.7","010000","999.9","  79.9","  61.0","  1.9","99.99","1017.2","999.9","999.9","  70.3","  1.9","  0.5"
"42807099999","2015-12-24","  56.9","000000","999.9","  76.3","  64.8","  1.9"," 0.00","1017.0","999.9","999.9","  70.2","  2.0","  0.7"
"42807099999","2015-12-25","  53.2","000000","999.9","  74.5","  59.0","  4.1"," 0.00","1018.4","999.9","999.9","  66.3","  1.3","  2.1"
"42807099999","2015-12-26","  49.0","000000","999.9","  75.0","  56.3","  5.1"," 0.00","1018.3","999.9","999.9","  63.9","  2.3","  1.5"
"42807099999","2015-12-27","  47.3","000000","999.9","  78.1","  56.5","  2.9"," 0.00","1018.2","999.9","999.9","  64.7","  1.9","  1.1"
"42807099999","2015-12-28","  51.5","000000","999.9","  76.5","  54.7","  1.9"," 0.00","1018.7","999.9","999.9","  64.7","  1.2","  0.5"
"42807099999","2015-12-29","  55.6","000000","999.9","  76.8","  56.7","  1.9"," 0.00","1017.0","999.9","999.9","  65.5","  1.5","  0.4"
"42807099999","2015-12-30","  58.4","100000","999.9","  79.2","  58.1","  1.9"," 0.00","1016.7","999.9","999.9","  67.0","  1.0","  0.6"
"42807099999","2015-12-31","  59.6","100000","999.9","  79.3","  60.3","  1.0"," 0.00","1018.3","999.9","999.9","  67.7","  1.7","  0.2"
"42807099999","2016-01-01","  59.8","100000","999.9","  80.1","  59.2","  1.9"," 0.00","1019.4","999.9","999.9","  67.7","  1.6","  0.6"
"42807099999","2016-01-02","  60.8","000000","999.9","  79.9","  60.1","  1.9"," 0.00","1018.0","999.9","999.9","  68.3","  2.0","  0.4"
"42807099999","2016-01-03","  61.5","100000","999.9","  78.1","  61.0","  1.9"," 0.00","1017.0","999.9","999.9","  68.3","  1.0","  0.5"
"42807099999","2016-01-04","  57.4","000000","999.9","  79.9","  60.3","  2.9"," 0.00","1018.0","999.9","999.9","  67.6","  2.0","  1.0"
"42807099999","2016-01-05","  58.6","000000","999.9","  79.2","  58.3","  1.9"," 0.00","1016.7","999.9","999.9","  67.2","  1.9","  0.6"
"42807099999","2016-01-06","  58.5","000000","999.9","  78.3","  59.5","  1.0"," 0.00","1017.3","999.9","999.9","  67.4","  2.0","  0.4"
"42807099999","2016-01-07","  61.4","000000","999.9","  78.3","  59.5","  1.9"," 0.00","1017.2","999.9","999.9","  67.9","  1.2","  1.1"
"42807099999","2016-01-08","  64.4","100000","999.9","  82.9","  62.6","  2.9"," 0.00","1014.7","999.9","999.9","  71.4","  1.9","  2.4"
"42807099999","2016-01-09","  59.4","100000","999.9","  85.1","  63.3","  1.9"," 0.00","1013.4","999.9","999.9","  71.5","  2.3","  1.2"
"42807099999","2016-01-10","  54.1","000000","999.9","  80.8","  61.2","  2.9"," 0.00","1016.6","999.9","999.9","  69.2","  2.5","  1.5"
"42807099999","2016-01-11","  53.1","000000","999.9","  79.9","  58.5","  2.9"," 0.00","1016.3","999.9","999.9","  67.4","  2.3","  1.0"
"42807099999","2016-01-12","  55.3","000000","999.9","  79.2","  59.4","  2.9"," 0.00","1015.0","999.9","999.9","  67.3","  2.2","  1.0"
"42807099999","2016-01-13","  56.3","000000","999.9","  77.0","  58.3","  4.1"," 0.00","1014.4","999.9","999.9","  66.7","  2.0","  0.8"
"42807099999","2016-01-14","  56.7","000000","999.9","  78.4","  59.0","  2.9"," 0.00","1014.7","999.9","999.9","  68.0","  2.2","  0.6"
"42807099999","2016-01-15","  59.7","000000","999.9","  80.2","  59.7","  2.9"," 0.00","1012.6","999.9","999.9","  70.3","  2.2","  1.6"
"42807099999","2016-01-16","  58.2","000000","999.9","  81.3","  64.6","  2.9"," 0.00","1012.5","999.9","999.9","  72.0","  2.2","  1.6"
"42807099999","2016-01-17","  58.5","000000","999.9","  79.2","  62.6","  2.9"," 0.00","1013.7","999.9","999.9","  70.4","  2.0","  1.2"
"42807099999","2016-01-18","  57.2","000000","999.9","  79.2","  64.6","  1.9"," 0.00","1013.2","999.9","999.9","  70.4","  2.0","  0.7"
"42807099999","2016-01-19","  59.2","000000","999.9","  79.5","  63.1","  2.9"," 0.00","1013.0","999.9","999.9","  72.0","  2.0","  1.5"
"42807099999","2016-01-20","  62.6","110000","999.9","  72.3","  65.5","  5.1"," 0.02","1014.3","999.9","999.9","  68.2","  1.9","  2.6"
"42807099999","2016-01-21","  57.7","000000","999.9","  73.4","  59.4","  4.1"," 0.00","1016.9","999.9","999.9","  66.2","  2.3","  2.6"
"42807099999","2016-01-22","  54.1","000000","999.9","  73.4","  57.7","  6.0"," 0.00","1018.3","999.9","999.9","  63.4","  2.3","  2.1"
"42807099999","2016-01-23","  51.7","000000","999.9","  70.9","  55.4","  4.1"," 0.00","1019.0","999.9","999.9","  61.8","  2.2","  2.0"
"42807099999","2016-01-24","  48.4","000000","999.9","  71.2","  52.5","  4.1"," 0.00","1018.2","999.9","999.9","  61.2","  2.3","  1.6"
"42807099999","2016-01-25","  50.3","000000","999.9","  73.8","  52.3","  1.9"," 0.00","1016.1","999.9","999.9","  62.7","  2.2","  0.6"
"42807099999","2016-01-26","  51.9","000000","999.9","  75.2","  54.0","  2.9"," 0.00","1015.6","999.9","999.9","  64.9","  2.5","  0.7"
"42807099999","2016-01-27","  57.7","000000","999.9","  77.0","  59.4","  1.9"," 0.00","1013.8","999.9","999.9","  69.2","  2.2","  1.9"
"42807099999","2016-01-28","  63.1","000000","999.9","  80.2","  64.9","  4.1"," 0.00","1014.2","999.9","999.9","  71.2","  2.2","  1.8"
"42807099999","2016-01-29","  56.8","000000","999.9","  79.5","  61.0","  2.9"," 0.00","1016.0","999.9","999.9","  69.9","  2.2","  0.8"
"42807099999","2016-01-30","  59.7","100000","999.9","  81.3","  60.6","  4.1"," 0.00","1013.6","999.9","999.9","  72.1","  1.8","  1.4"
"42807099999","2016-01-31","  64.3","100000","999.9","  83.1","  66.6","  1.0"," 0.00","1013.6","999.9","999.9","  73.0","  1.6","  0.7"
"42807099999","2016-02-01","  60.1","000000","999.9","  84.9","  64.6","  2.9"," 0.00","1014.6","999.9","999.9","  74.4","  2.2","  1.5"
"42807099999","2016-02-02","  68.0","000000","999.9","  83.8","  69.1","  4.1"," 0.00","1015.2","999.9","999.9","  78.0","  2.5","  2.0"
"42807099999","2016-02-03","  65.2","000000","999.9","  81.7","  70.5","  2.9"," 0.00","1014.2","999.9","999.9","  75.7","  2.3","  1.5"
"42807099999","2016-02-04","  53.4","000000","999.9","  79.5","  63.0","  4.1"," 0.00","1016.1","999.9","999.9","  70.8","  2.5","  1.7"
"42807099999","2016-02-05","  54.8","000000","999.9","  80.2","  61.9","  4.1"," 0.00","1014.6","999.9","999.9","  70.6","  2.5","  1.4"
"42807099999","2016-02-06","  58.0","000000","999.9","  81.3","  61.9","  1.9"," 0.00","1013.8","999.9","999.9","  71.3","  2.3","  0.5"
"42807099999","2016-02-07","  61.5","100000","999.9","  79.5","  62.8","  1.9"," 0.00","1015.0","999.9","999.9","  71.1","  2.0","  1.0"
"42807099999","2016-02-08","  65.6","010000","999.9","  82.4","  65.3","  2.9"," 0.00","1013.5","999.9","999.9","  75.3","  2.2","  2.1"
"42807099999","2016-02-09","  67.6","010000","999.9","  79.2","  68.0","  2.9"," 0.12","1012.8","999.9","999.9","  73.4","  2.3","  0.8"
"42807099999","2016-02-10","  65.8","000000","999.9","  82.0","  65.7","  2.9"," 0.00","1012.1","999.9","999.9","  73.9","  2.2","  1.2"
"42807099999","2016-02-11","  71.1","000000","999.9","  81.3","  70.5","  4.1"," 0.00","1011.0","999.9","999.9","  76.6","  1.6","  2.9"
"42807099999","2016-02-12","  66.0","000000","999.9","  84.9","  70.5","  2.9"," 0.00","1011.4","999.9","999.9","  76.7","  2.2","  1.8"
"42807099999","2016-02-13","  65.6","000000","999.9","  86.4","  68.9","  4.1"," 0.00","1012.9","999.9","999.9","  78.6","  2.5","  1.8"
"42807099999","2016-02-14","  70.9","000000","999.9","  84.6","  74.1","  2.9"," 0.00","1013.6","999.9","999.9","  78.3","  2.3","  1.1"
"42807099999","2016-02-15","  72.2","000000","999.9","  85.3","  72.1","  1.9"," 0.00","1015.2","999.9","999.9","  78.7","  2.3","  1.1"
"42807099999","2016-02-16","  71.9","000000","999.9","  87.4","  73.8","  2.9"," 0.00","1015.8","999.9","999.9","  80.8","  2.3","  1.0"
"42807099999","2016-02-17","  69.9","000000","999.9","  90.0","  73.6","  2.9"," 0.00","1015.0","999.9","999.9","  81.4","  2.5","  1.2"
"42807099999","2016-02-18","  70.0","000000","999.9","  92.1","  72.3","  2.9"," 0.00","1013.9","999.9","999.9","  81.3","  2.5","  1.8"
"42807099999","2016-02-19","  67.7","000000","999.9","  93.2","  74.5","  4.1"," 0.00","1012.7","999.9","999.9","  83.7","  2.5","  2.4"
"42807099999","2016-02-20","  67.3","000000","999.9","  95.0","  74.5","  4.1"," 0.00","1011.1","999.9","999.9","  84.5","  2.5","  2.3"
"42807099999","2016-02-21","  68.0","000000","999.9","  95.4","  76.3","  7.0"," 0.00","1009.9","999.9","999.9","  85.0","  2.5","  2.7"
"42807099999","2016-02-22","  62.4","000000","999.9","  89.6","  75.4","  5.1"," 0.00","1012.8","999.9","999.9","  82.2","  2.5","  2.8"
"42807099999","2016-02-23","  66.7","000000","999.9","  86.7","  75.2","  4.1"," 0.00","1012.7","999.9","999.9","  80.9","  2.3","  2.0"
"42807099999","2016-02-24","  71.3","011110","999.9","  80.2","  69.8","  6.0"," 1.57","1012.7","999.9","999.9","  75.1","  2.2","  2.5"
"42807099999","2016-02-25","  70.4","001010","999.9","  80.6","  68.5","  8.0"," 3.27","1015.7","999.9","999.9","  75.6","  2.3","  2.8"
"42807099999","2016-02-26","  69.0","010000","999.9","  81.7","  70.5","  5.1"," 0.00","1017.1","999.9","999.9","  75.0","  1.6","  2.0"
"42807099999","2016-02-27","  67.9","000000","999.9","  85.6","  69.4","  1.9"," 0.31","1016.9","999.9","999.9","  78.1","  2.2","  1.1"
"42807099999","2016-02-28","  70.2","000010","999.9","  86.4","  72.5","  4.1"," 0.00","1017.3","999.9","999.9","  79.4","  2.3","  1.4"
"42807099999","2016-02-29","  71.1","000000","999.9","  86.0","  73.2","  1.9"," 0.00","1016.4","999.9","999.9","  79.6","  2.3","  1.3"
"42807099999","2016-03-01","  69.8","000000","999.9","  87.4","  72.9","  2.9"," 0.00","1014.5","999.9","999.9","  80.7","  2.3","  1.5"
"42807099999","2016-03-02","  70.3","000000","999.9","  88.5","  72.7","  4.1"," 0.02","1014.7","999.9","999.9","  80.5","  2.5","  1.8"
"42807099999","2016-03-03","  71.9","000000","999.9","  90.3","  73.9","  2.9"," 0.00","1013.8","999.9","999.9","  81.7","  2.5","  1.7"
"42807099999","2016-03-04","  69.0","000000","999.9","  92.5","  74.7","  4.1"," 0.00","1012.0","999.9","999.9","  82.8","  2.5","  2.1"
"42807099999","2016-03-05","  70.5","000000","999.9","  92.8","  75.2","  2.9"," 0.00","1010.9","999.9","999.9","  84.6","  2.5","  1.7"
"42807099999","2016-03-06","  68.7","010000","999.9","  90.3","  76.3","  1.9"," 0.01","1011.7","999.9","999.9","  82.6","  2.5","  1.2"
"42807099999","2016-03-07","  65.5","000000","999.9","  90.0","  74.3","  1.9"," 0.00","1010.7","999.9","999.9","  81.3","  2.5","  1.7"
"42807099999","2016-03-08","  65.8","000000","999.9","  91.8","  73.6","  1.9"," 0.00","1010.1","999.9","999.9","  82.4","  2.5","  1.3"
"42807099999","2016-03-09","  71.1","000000","999.9","  93.9","  75.2","  5.1"," 0.00","1009.9","999.9","999.9","  84.6","  2.5","  2.5"
"42807099999","2016-03-10","  72.3","000000","999.9","  91.4","  78.6","  4.1"," 0.00","1011.2","999.9","999.9","  84.4","  2.5","  1.9"
"42807099999","2016-03-11","  73.2","000000","999.9","  93.2","  78.4"," 20.0"," 0.00","1011.0","999.9","999.9","  85.4","  2.9","  4.2"
"42807099999","2016-03-12","  72.0","000000","999.9","  94.3","  78.4","  4.1"," 0.00","1009.9","999.9","999.9","  85.6","  2.5","  1.7"
"42807099999","2016-03-13","  65.7","000000","999.9","  90.0","  75.2","  5.1"," 0.00","1012.9","999.9","999.9","  82.0","  2.5","  2.1"
"42807099999","2016-03-14","  64.6","000000","999.9","  87.4","  73.2","  2.9"," 0.00","1013.1","999.9","999.9","  81.1","  2.5","  1.0"
"42807099999","2016-03-15","  67.2","000000","999.9","  91.0","  74.3","  2.9"," 0.00","1011.2","999.9","999.9","  83.0","  2.5","  1.6"
"42807099999","2016-03-16","  67.3","000000","999.9","  91.8","  74.5","  2.9"," 0.00","1010.6","999.9","999.9","  83.6","  2.5","  2.2"
"42807099999","2016-03-17","  60.2","000000","999.9","  92.1","  73.9","  2.9"," 0.00","1012.0","999.9","999.9","  82.6","  2.5","  1.5"
"42807099999","2016-03-18","  73.6","000000","999.9","  91.0","  75.4","  5.1"," 0.00","1009.5","999.9","999.9","  83.5","  2.5","  3.0"
"42807099999","2016-03-19","  77.8","010010","999.9","  90.7","  78.8","  6.0"," 0.04","1008.7","999.9","999.9","  83.6","  2.3","  3.3"
"42807099999","2016-03-20","  76.3","000000","999.9","  91.8","  76.8","  1.9"," 0.00","1007.5","999.9","999.9","  84.8","  2.5","  1.1"
"42807099999","2016-03-21","  74.0","000000","999.9","  97.2","  80.1","  5.1"," 0.00","1006.3","999.9","999.9","  87.5","  2.5","  3.1"
"42807099999","2016-03-22","  62.6","000000","999.9","  94.3","  79.0","  2.9"," 0.00","1007.2","999.9","999.9","  86.5","  2.3","  2.2"
"42807099999","2016-03-24","  71.2","000000","999.9","  93.2","  73.6","  4.1"," 0.00","1012.6","999.9","999.9","  85.6","  2.5","  1.4"
"42807099999","2016-03-25","  73.7","000000","999.9","  94.3","  79.5","  5.1"," 0.00","1012.9","999.9","999.9","  84.0","  2.3","  2.8"
"42807099999","2016-03-26","  74.8","000000","999.9","  92.1","  78.6","  5.1"," 0.00","1010.9","999.9","999.9","  84.9","  2.5","  3.2"
"42807099999","2016-03-27","  75.4","000000","999.9","  90.3","  79.0","  7.0"," 0.00","1010.8","999.9","999.9","  84.3","  2.5","  4.3"
"42807099999","2016-03-28","  70.1","000000","999.9","  93.2","  79.9","  5.1"," 0.00","1011.2","999.9","999.9","  85.4","  2.5","  3.2"
"42807099999","2016-03-29","  75.6","000000","999.9","  92.1","  79.2","  5.1"," 0.00","1011.0","999.9","999.9","  85.4","  2.5","  3.6"
"42807099999","2016-03-30","  75.5","010010","999.9","  92.1","  80.6","  5.1"," 0.04","1011.5","999.9","999.9","  85.1","  2.3","  3.9"
"42807099999","2016-03-31","  75.9","000000","999.9","  93.9","  79.3","  6.0"," 0.00","1008.5","999.9","999.9","  85.5","  2.5","  4.4"
"42807099999","2016-04-01","  70.9","000000","999.9","  85.6","  71.2","  8.0"," 0.01","1009.1","999.9","999.9","  80.2","  2.3","  4.1"
"42807099999","2016-04-02","  76.2","000000","999.9","  92.5","  79.2","  5.1"," 0.00","1008.8","999.9","999.9","  85.4","  2.5","  3.6"
"42807099999","2016-04-03","  77.2","000000","999.9","  92.1","  81.1","  7.0"," 0.00","1008.6","999.9","999.9","  86.2","  2.5","  4.0"
"42807099999","2016-04-04","  78.4","000000","999.9","  94.3","  82.2","  5.1"," 0.00","1006.2","999.9","999.9","  87.2","  2.5","  3.4"
"42807099999","2016-04-05","  79.0","000000","999.9","  92.8","  82.2","  6.0"," 0.00","1005.1","999.9","999.9","  87.2","  2.5","  3.9"
"42807099999","2016-04-06","  75.2","000000","999.9"," 100.8","  81.7","  5.1"," 0.00","1006.0","999.9","999.9","  90.3","  2.5","  3.0"
"42807099999","2016-04-07","  71.0","000000","999.9"," 104.0","  80.4","  6.0"," 0.00","1006.5","999.9","999.9","  92.3","  2.5","  2.5"
"42807099999","2016-04-08","  76.2","000000","999.9","  99.0","  81.9","  6.0"," 0.00","1007.2","999.9","999.9","  89.2","  2.5","  3.9"
"42807099999","2016-04-09","  77.1","000000","999.9"," 101.5","  81.9","  5.1"," 0.00","1006.8","999.9","999.9","  90.5","  2.5","  3.3"
"42807099999","2016-04-10","  72.7","000000","999.9"," 104.7","  82.6","  4.1"," 0.00","1006.5","999.9","999.9","  92.4","  2.5","  2.4"
"42807099999","2016-04-11","  71.9","000000","999.9"," 106.2","  82.9","  4.1"," 0.00","1004.1","999.9","999.9","  93.7","  2.5","  2.6"
"42807099999","2016-04-12","  72.9","000000","999.9"," 104.4","  82.9","  4.1"," 0.00","1002.9","999.9","999.9","  93.2","  2.5","  2.3"
"42807099999","2016-04-13","  68.6","000000","999.9"," 102.6","  81.7","  4.1"," 0.00","1002.8","999.9","999.9","  91.8","  2.5","  2.4"
"42807099999","2016-04-14","  76.2","000000","999.9"," 102.9","  83.1","  7.0"," 0.00","1004.3","999.9","999.9","  90.1","  2.5","  3.6"
"42807099999","2016-04-15","  78.2","000000","999.9"," 102.9","  82.6","  5.1"," 0.00","1005.0","999.9","999.9","  90.9","  2.5","  4.0"
"42807099999","2016-04-16","  79.7","000000","999.9","  94.3","  83.1","  8.0"," 0.00","1003.6","999.9","999.9","  88.2","  2.5","  5.3"
"42807099999","2016-04-17","  79.9","000000","999.9"," 100.4","  82.6","  6.0"," 0.00","1004.1","999.9","999.9","  90.1","  2.5","  4.3"
"42807099999","2016-04-18","  77.2","000000","999.9","  95.7","  82.6","  4.1"," 0.00","1005.0","999.9","999.9","  88.9","  2.5","  3.1"
"42807099999","2016-04-19","  77.3","000000","999.9","  97.5","  82.2","  5.1"," 0.00","1005.2","999.9","999.9","  89.5","  2.5","  3.8"
"42807099999","2016-04-20","  78.5","000000","999.9","  95.0","  82.6","  8.0"," 0.00","1005.2","999.9","999.9","  88.3","  2.5","  5.4"
"42807099999","2016-04-21","  80.2","000000","999.9","  97.9","  82.8","  8.9"," 0.00","1002.9","999.9","999.9","  89.2","  2.5","  4.5"
